10.69125;36;380;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0
10.7223;31;411;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0
10.73954;18;429;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0
10.7548;15;444;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0
10.77194;17;461;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0
10.78856;17;478;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0
10.80708;18;496;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0
10.83813;32;528;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0
10.90648;68;596;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0
10.9257;18;614;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0
10.95509;30;644;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0
10.97168;17;661;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0
11.00736;35;696;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04002;32;728;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0
11.103;64;792;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0
11.13991;37;829;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0
11.17155;31;860;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0
11.21119;39;899;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0
11.25107;36;935;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0
11.30276;57;992;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0
11.31926;16;8;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0
11.33799;19;27;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0
11.35476;17;44;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
11.37148;17;61;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0
11.38874;17;78;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0
11.40518;16;94;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0
11.42112;16;110;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
11.43705;16;126;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0
11.4546;18;144;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0
11.50267;48;192;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0
11.5196;16;208;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0
