15.02918;66;336;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06041;30;366;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0
15.07961;20;386;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0
15.1126;32;418;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0
15.14335;32;450;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0
15.15957;16;466;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0
15.17636;17;483;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0
15.19469;19;502;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0
15.21209;16;518;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0
15.24436;33;551;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0
15.31059;51;602;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0
15.34428;48;650;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0
15.36308;18;668;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0
15.3907;29;697;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0
15.41078;20;717;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0
15.42701;17;734;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0
15.47478;48;782;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0
15.52946;54;836;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0
15.56364;34;870;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0
15.59497;32;902;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0
15.61488;18;920;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
15.64493;32;952;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0
15.67499;30;982;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0
15.69582;21;3;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0
15.74232;46;49;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
15.7618;19;68;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0
15.77798;17;85;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0
15.81039;32;117;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0
