12.07441;48;37;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0
12.12431;50;87;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0
12.15636;32;119;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0
12.19169;35;154;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0
12.22721;36;190;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0
12.2712;44;234;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0
12.28741;16;250;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0
12.37347;86;336;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0
12.40399;31;367;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0
12.45611;52;419;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0
12.48796;31;450;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0
12.55635;69;519;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0
12.5883;32;551;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0
12.6056;17;568;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0
12.62258;17;585;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0
12.65691;33;618;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0
12.687;32;650;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0
12.70604;18;669;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0
12.77297;67;736;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0
12.80202;29;765;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0
12.83472;32;797;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0
12.86584;30;827;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0
12.88633;22;849;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0
12.92475;38;887;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0
13.00285;79;966;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02082;18;984;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0
13.05241;31;15;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0
13.08649;34;49;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0
13.10367;17;66;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0
13.1532;50;116;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0
13.80636;653;769;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0
13.97464;168;937;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03834;64;1;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0
