13.12834;51.73683;13128.32;0;0;56;0;0;0
13.1591;30.7579;13159.08;0;0;57;0;0;0
13.17969;20.56408;13179.64;0;0;58;0;0;0
13.21326;33.58841;13213.23;0;0;59;0;0;0
13.24248;29.21677;13242.44;0;0;60;0;0;0
13.27819;35.67219;13278.12;0;0;61;0;0;0
13.29462;16.42418;13294.54;0;0;62;0;0;0
13.3272;32.62329;13327.17;0;0;63;0;0;0
13.34301;15.80811;13342.97;0;0;64;0;0;0
13.36012;17.10033;13360.08;0;0;65;0;0;0
13.37681;16.70074;13376.78;0;0;66;0;0;0
13.39339;16.56342;13393.34;0;0;67;0;0;0
13.42776;34.39045;13427.73;0;0;68;0;0;0
13.44362;15.85388;13443.58;0;0;69;0;0;0
13.46064;17.02881;13460.61;0;0;70;0;0;0
13.47746;16.8047;13477.42;0;0;71;0;0;0
13.51186;34.40857;13511.83;0;0;72;0;0;0
13.54182;29.96254;13541.79;0;0;73;0;0;0
13.55953;17.7021;13559.49;0;0;74;0;0;0
13.57593;16.3641;13575.86;0;0;75;0;0;0
13.59406;18.16845;13594.03;0;0;76;0;0;0
13.62752;33.45776;13627.48;0;0;77;0;0;0
13.65809;30.5748;13658.06;0;0;78;0;0;0
13.67476;16.66355;13674.72;0;0;79;0;0;0
13.69202;17.26627;13691.99;0;0;80;0;0;0
13.70998;17.85469;13709.85;0;0;81;0;0;0
13.7444;34.52301;13744.37;0;0;82;0;0;0
13.77516;30.75409;13775.13;0;0;83;0;0;0
13.79169;16.5081;13791.63;0;0;84;0;0;0
13.81091;19.23561;13810.87;0;0;85;0;0;0
13.84316;32.26185;13843.13;0;0;86;0;0;0
13.86071;17.50278;13860.64;0;0;87;0;0;0
13.89062;29.94823;13890.58;0;0;88;0;0;0
13.91548;24.86038;13915.44;0;0;89;0;0;0
13.9433;27.82345;13943.27;0;0;90;0;0;0
13.97492;31.59618;13974.86;0;0;91;0;0;0
14.007;32.11117;14006.98;0;0;92;0;0;0
14.02548;18.40401;14025.38;0;0;93;0;0;0
14.08372;58.30574;14083.69;0;0;94;0;0;0
14.11084;27.12154;14110.81;0;0;95;0;0;0
14.14935;38.34724;14149.15;0;0;96;0;0;0
14.1747;25.51651;14174.67;0;0;97;0;0;0
14.19105;16.34693;14191.02;0;0;98;0;0;0
14.20782;16.77227;14207.79;0;0;99;0;0;0
14.22381;15.98549;14223.78;0;0;100;0;0;0
14.24123;17.42077;14241.2;0;0;101;0;0;0
14.27476;33.50449;14274.7;0;0;102;0;0;0
14.29157;16.79516;14291.5;0;0;103;0;0;0
14.30746;15.88345;14307.38;0;0;104;0;0;0
14.32346;16.04557;14323.43;0;0;105;0;0;0
14.34392;20.46967;14343.9;0;0;106;0;0;0
14.38684;42.90485;14386.8;0;0;107;0;0;0
14.4057;18.86177;14405.67;0;0;108;0;0;0
14.42227;16.57009;14422.24;0;0;109;0;0;0
14.44381;21.53587;14443.77;0;0;110;0;0;0
14.47502;31.21567;14474.99;0;0;111;0;0;0
14.4911;16.08467;14491.07;0;0;112;0;0;0
14.50741;16.29353;14507.37;0;0;113;0;0;0
14.52365;16.24966;14523.62;0;0;114;0;0;0
14.54093;17.24243;14540.86;0;0;115;0;0;0
14.5579;17.00783;14557.87;0;0;116;0;0;0
14.59075;32.85217;14590.72;0;0;117;0;0;0
14.60759;16.79993;14607.52;0;0;118;0;0;0
14.63999;32.44019;14639.96;0;0;119;0;0;0
14.65891;18.85605;14658.82;0;0;120;0;0;0
14.69234;33.4816;14692.3;0;0;121;0;0;0
14.72388;31.55136;14723.85;0;0;122;0;0;0
14.74063;16.74747;14740.6;0;0;123;0;0;0
14.76058;19.9585;14760.56;0;0;124;0;0;0
14.8045;43.89858;14804.46;0;0;125;0;0;0
14.85198;47.46723;14851.93;0;0;126;0;0;0
14.8772;25.19226;14877.13;0;0;127;0;0;0
14.92937;52.18506;14929.32;0;0;128;0;0;0
14.95757;28.18871;14957.5;0;0;129;0;0;0
14.98713;29.43802;14986.94;0;0;130;0;0;0
15.02886;41.88061;15028.83;0;0;131;0;0;0
15.0579;29.03938;15057.87;0;0;132;0;0;0
15.07473;16.77799;15074.64;0;0;133;0;0;0
15.10566;30.98106;15105.63;0;0;134;0;0;0
15.13965;33.99372;15139.62;0;0;135;0;0;0
15.15611;16.39462;15156.02;0;0;136;0;0;0
15.17286;16.79039;15172.81;0;0;137;0;0;0
15.18954;16.68835;15189.5;0;0;138;0;0;0
15.20636;16.82377;15206.32;0;0;139;0;0;0
