12.65427;85;2667;0;False;4;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.70253;48;2715;0;False;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.73744;35;2750;0;False;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.78537;48;2798;0;False;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.81872;33;2831;0;False;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.85815;40;2871;0;False;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.88729;29;2900;0;False;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.91713;30;2930;0;False;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.93972;22;2952;0;False;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.97094;32;2984;0;False;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.00168;30;3014;0;False;1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.03889;36;16;0;False;1;0;1.732999;0.419851;0.553742;1.733;0.4198522;0.5537424;1.733;0.4198522;0.5537424;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.0692;32;48;0;False;0;1;1.732999;0.419851;0.553742;1.733001;0.4198539;0.5537431;1.733001;0.4198539;0.5537431;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.10068;31;79;0;False;0;2;1.732999;0.419851;0.553742;1.733002;0.4198547;0.5537433;1.733002;0.4198547;0.5537433;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.1336;33;112;0;False;0;3;1.732999;0.419851;0.553742;1.733001;0.4198548;0.5537433;1.733001;0.4198548;0.5537433;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.16536;32;144;0;False;0;4;1.732999;0.419851;0.553742;1.733001;0.4198539;0.5537429;1.733001;0.4198539;0.5537429;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.18502;20;164;0;False;0;5;1.732999;0.419851;0.553742;1.732999;0.4198529;0.5537425;1.732999;0.4198529;0.5537425;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.21747;32;196;0;False;0;6;1.732999;0.419851;0.553742;1.732997;0.4198507;0.5537416;1.732997;0.4198507;0.5537416;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.24966;32;228;0;False;0;7;1.732999;0.419851;0.553742;1.732994;0.4198476;0.5537402;1.732994;0.4198476;0.5537402;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.28564;36;264;0;False;0;8;1.732999;0.419851;0.553742;1.73299;0.4198432;0.5537384;1.73299;0.4198432;0.5537384;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.33456;49;313;0;False;0;9;1.732999;0.419851;0.553742;1.732983;0.4198353;0.5537353;1.732983;0.4198353;0.5537353;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.37003;36;349;0;False;0;10;1.732999;0.419851;0.553742;1.732976;0.4198283;0.5537325;1.732976;0.4198283;0.5537325;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.40067;30;379;0;False;0;11;1.732999;0.419851;0.553742;1.73297;0.4198216;0.5537298;1.73297;0.4198216;0.5537298;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.4195;19;398;0;False;0;12;1.732999;0.419851;0.553742;1.732966;0.419817;0.5537279;1.732966;0.419817;0.5537279;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.4501;31;429;0;False;0;13;1.732999;0.419851;0.553742;1.732958;0.4198088;0.5537246;1.732958;0.4198088;0.5537246;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.48471;34;463;0;False;0;14;1.732999;0.419851;0.553742;1.732949;0.4197989;0.5537207;1.732949;0.4197989;0.5537207;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.51692;33;496;0;False;0;15;1.732999;0.419851;0.553742;1.73294;0.4197884;0.5537165;1.73294;0.4197884;0.5537165;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.53344;16;512;0;False;0;16;1.732999;0.419851;0.553742;1.732935;0.4197829;0.5537143;1.732935;0.4197829;0.5537143;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.56816;35;547;0;False;0;17;1.732999;0.419851;0.553742;1.732923;0.4197703;0.5537093;1.732923;0.4197703;0.5537093;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.60195;34;581;0;False;0;18;1.732999;0.419851;0.553742;1.732911;0.4197571;0.553704;1.732911;0.4197571;0.553704;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.6341;32;613;0;False;0;19;1.732999;0.419851;0.553742;1.732899;0.4197437;0.5536987;1.732899;0.4197437;0.5536987;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
13.66516;31;644;0;False;0;20;1.732999;0.419851;0.553742;1.732887;0.41973;0.5536933;1.732887;0.41973;0.5536933;-0.000740528;-0.0008321912;-0.0003271153;6.392667E-05;8.009497E-05;2.96648E-05;0
